"Text","URL"
"Skip to main content","https://pec.ac.in/tnp/policy#main-content"
"Quick Links","https://pec.ac.in/tnp/policy#0"
"Url: 125","https://pec.ac.in/tnp/placement-information"
"Skip to main content","https://pec.ac.in/tnp/placement-information#main-content"
"Quick Links","https://pec.ac.in/tnp/placement-information#0"
"Url: 126","https://pec.ac.in/tnp/why-recruit-pec"
"Skip to main content","https://pec.ac.in/tnp/why-recruit-pec#main-content"
"Academic Excellence","https://pec.ac.in/tnp/academic-excellence"
"Faculty","https://pec.ac.in/tnp/faculty"
"Research & Consultancy","https://pec.ac.in/tnp/sponsored-research-and-consultancy"
"Industry Experience","https://pec.ac.in/tnp/industry-experience"
"Alumni Network","https://pec.ac.in/tnp/alumni-network"
"Student Activities","https://pec.ac.in/tnp/student-activities"
"Quick Links","https://pec.ac.in/tnp/why-recruit-pec#0"
"Url: 127","https://pec.ac.in/tnp/downloads"
"Skip to main content","https://pec.ac.in/tnp/downloads#main-content"
"Quick Links","https://pec.ac.in/tnp/downloads#0"
"Placement Brochure 2020-21","https://pec.ac.in/sites/default/files/uploads/placement_brochure_pec_20-21.pdf"
"Job Announcement Form (JAF) 2020-21","https://pec.ac.in/sites/default/files/attachments/Job%20Announcement%20Form%20%28JAF%29%202020-2021.docx"
"Internship Announcement Form (IAF) 2020-21","https://pec.ac.in/sites/default/files/attachments/Internship%20Announcement%20Form%20%28IAF%29%202020-2021.docx"
"Click here to Download Placement Report for 2015-16","https://pec.ac.in/sites/default/files/attachments/Placement%20report%2015-16.pdf"
"Click here to Download Placement Report for 2014-15","https://pec.ac.in/sites/default/files/attachments/Placement%20Report%202014-15_0.pdf"
"Industrial Training Form for M.Tech Students","https://pec.ac.in/sites/default/files/attachments/Industrial%20Training%20Form%20for%20M.Tech_.pdf"
"Industrial Training Form for 6 Months for B.Tech Students","https://pec.ac.in/sites/default/files/attachments/Industrial%20Training%20Form%20for%20%206%20Months%20%28B.Tech%29.pdf"
"Summer or Winter Industrial Training Form For B.Tech Students","https://pec.ac.in/sites/default/files/attachments/Form%20-%204-6%20WeeksTraining.pdf"
"Url: 128","https://pec.ac.in/tnp/facilities-recruiters"
"Skip to main content","https://pec.ac.in/tnp/facilities-recruiters#main-content"
"Quick Links","https://pec.ac.in/tnp/facilities-recruiters#0"
"Url: 129","https://pec.ac.in/past-recruiters"
"Skip to main content","https://pec.ac.in/past-recruiters#main-content"
"Quick Links","https://pec.ac.in/past-recruiters#0"
"Url: 130","https://pec.ac.in/how-reach-pec"
"Skip to main content","https://pec.ac.in/how-reach-pec#main-content"
"Quick Links","https://pec.ac.in/how-reach-pec#0"
"Url: 131","https://pec.ac.in/tnp/testimonials"
"Skip to main content","https://pec.ac.in/tnp/testimonials#main-content"
"Quick Links","https://pec.ac.in/tnp/testimonials#0"
"Url: 132","https://pec.ac.in/node/370"
"Skip to main content","https://pec.ac.in/node/370#main-content"
"Quick Links","https://pec.ac.in/node/370#0"
"Url: 133","https://pec.ac.in/tpo/important-links"
"Skip to main content","https://pec.ac.in/tpo/important-links#main-content"
"Quick Links","https://pec.ac.in/tpo/important-links#0"
"Url: 134","https://pec.ac.in/tnp/frequently-asked-questions"
"Skip to main content","https://pec.ac.in/tnp/frequently-asked-questions#main-content"
"Quick Links","https://pec.ac.in/tnp/frequently-asked-questions#0"
"Url: 135","https://pec.ac.in/tnp/contact-us"
"Skip to main content","https://pec.ac.in/tnp/contact-us#main-content"
"Quick Links","https://pec.ac.in/tnp/contact-us#0"
"Url: 136","https://pec.ac.in/tnp/about-cell#0"
"Url: 137","https://pec.ac.in/institute-functionaries#main-content"
"Url: 138","https://pec.ac.in/institute-functionaries#0"
"Url: 139","https://pec.ac.in/institute-functionaries#tab1"
"Url: 140","https://pec.ac.in/institute-functionaries#tab2"
"Url: 141","https://pec.ac.in/institute-functionaries#tab3"
"Url: 142","https://pec.ac.in/institute-functionaries#tab4"
"Url: 143","https://pec.ac.in/institute-functionaries#tab5"
"Url: 144","https://pec.ac.in/institute-functionaries#tab20"
"Url: 145","https://pec.ac.in/institute-functionaries#tab6"
"Url: 146","https://pec.ac.in/institute-functionaries#tab7"
"Url: 147","https://pec.ac.in/institute-functionaries#tab8"
"Url: 148","https://pec.ac.in/institute-functionaries#tab9"
"Url: 149","https://pec.ac.in/institute-functionaries#tab10"
"Url: 150","https://pec.ac.in/institute-functionaries#tab11"
"Url: 151","https://pec.ac.in/institute-functionaries#tab15"
"Url: 152","https://pec.ac.in/institute-functionaries#tab12"
"Url: 153","https://pec.ac.in/institute-functionaries#tab14"
"Url: 154","https://pec.ac.in/institute-functionaries#tab16"
"Url: 155","https://pec.ac.in/institute-functionaries#tab17"
"Url: 156","https://pec.ac.in/institute#main-content"
"Url: 157","https://pec.ac.in/institute#0"
"Url: 158","https://pec.ac.in/history#main-content"
"Url: 159","https://pec.ac.in/history#0"
"Url: 160","https://pec.ac.in/vision#main-content"
"Url: 161","https://pec.ac.in/vision#0"
"Url: 162","https://pec.ac.in/campus#main-content"
"Url: 163","https://pec.ac.in/campus#0"
"Url: 164","https://pec.ac.in/location#main-content"
"Url: 165","https://pec.ac.in/location#0"
"Url: 166","https://pec.ac.in/all_events#main-content"
"Url: 167","https://pec.ac.in/all_events#0"
"Url: 168","https://pec.ac.in/events/6th-international-yoga-day"
"Skip to main content","https://pec.ac.in/events/6th-international-yoga-day#main-content"
"Quick Links","https://pec.ac.in/events/6th-international-yoga-day#0"
"Url: 169","https://pec.ac.in/events/case-study-mitigating-traffic-congestion-chandigarh-nayagaon-stretch"
"Skip to main content","https://pec.ac.in/events/case-study-mitigating-traffic-congestion-chandigarh-nayagaon-stretch#main-content"
"Quick Links","https://pec.ac.in/events/case-study-mitigating-traffic-congestion-chandigarh-nayagaon-stretch#0"
"Click here for the press release for 'A Case Study on Mitigating Traffic Congestion of Chandigarh - Nayagaon Stretch' conducted by ASCE PEC","https://pec.ac.in/sites/default/files/uploads/events/mitigating_traffic_case_study_pec.pdf"
"Url: 170","https://pec.ac.in/events/pec-student-bagged-asce-student-leadership-award"
"Skip to main content","https://pec.ac.in/events/pec-student-bagged-asce-student-leadership-award#main-content"
"Quick Links","https://pec.ac.in/events/pec-student-bagged-asce-student-leadership-award#0"
"Url: 171","https://pec.ac.in/events/swayam-sevika-%E2%80%93-contactless-food-medicine-delivery-bot"
"Skip to main content","https://pec.ac.in/events/swayam-sevika-%E2%80%93-contactless-food-medicine-delivery-bot#main-content"
"Quick Links","https://pec.ac.in/events/swayam-sevika-%E2%80%93-contactless-food-medicine-delivery-bot#0"
"Url: 172","https://pec.ac.in/events/pec-stands-cause-blood-donation"
"Skip to main content","https://pec.ac.in/events/pec-stands-cause-blood-donation#main-content"
"Quick Links","https://pec.ac.in/events/pec-stands-cause-blood-donation#0"
"Url: 173","https://pec.ac.in/events/aicte-atal-sponsored-fdps"
"Skip to main content","https://pec.ac.in/events/aicte-atal-sponsored-fdps#main-content"
"Quick Links","https://pec.ac.in/events/aicte-atal-sponsored-fdps#0"
"Download Brochure: One Week Online FDP on Data Science from 4th to 8th May, 2020","https://pec.ac.in/sites/default/files/uploads/events/Data%20Science.pdf"
"Download Brochure: One Week Online FDP on Blockchain Technology from 11th to 15th May, 2020","https://pec.ac.in/sites/default/files/uploads/events/BlockChain.pdf"
"Url: 174","https://pec.ac.in/events/teqip-iii-sponsored-national-seminar-recent-advances-mathematical-modeling-and-their"
"Skip to main content","https://pec.ac.in/events/teqip-iii-sponsored-national-seminar-recent-advances-mathematical-modeling-and-their#main-content"
"Quick Links","https://pec.ac.in/events/teqip-iii-sponsored-national-seminar-recent-advances-mathematical-modeling-and-their#0"
"Url: 175","https://pec.ac.in/events/expert-lecture-social-entrepreneurship"
"Skip to main content","https://pec.ac.in/events/expert-lecture-social-entrepreneurship#main-content"
"Quick Links","https://pec.ac.in/events/expert-lecture-social-entrepreneurship#0"
"Url: 176","https://pec.ac.in/events/expert-lecture-iot-and-blockchain"
"Skip to main content","https://pec.ac.in/events/expert-lecture-iot-and-blockchain#main-content"
"Quick Links","https://pec.ac.in/events/expert-lecture-iot-and-blockchain#0"
"Url: 177","https://pec.ac.in/all_events#"
"Url: 178","https://pec.ac.in/all_events?page=1"
"Skip to main content","https://pec.ac.in/all_events?page=1#main-content"
"Quick Links","https://pec.ac.in/all_events?page=1#0"
"Expert talk on Heptagon of Exponential Growth","https://pec.ac.in/events/expert-talk-heptagon-exponential-growth"
"Interactive Session on Personality Development and Corporate Entry","https://pec.ac.in/events/interactive-session-personality-development-and-corporate-entry"
"Innovation Workshop Organized at PEC For School Children","https://pec.ac.in/events/innovation-workshop-organized-pec-school-children"
"‘Tinanjali’’ Screened at Elante","https://pec.ac.in/events/%E2%80%98tinanjali%E2%80%99%E2%80%99-screened-elante"
"Valentine's Day celebrated by Rotaract Club at Punjab Engineering College","https://pec.ac.in/events/valentines-day-celebrated-rotaract-club-punjab-engineering-college"
"TEQIP Sponsored Two Days Course in GIS and ENVI Tools","https://pec.ac.in/events/teqip-sponsored-two-days-course-gis-and-envi-tools"
"ASCE PEC celebrated its Foundation Day","https://pec.ac.in/events/asce-pec-celebrated-its-foundation-day"
"7th edition of PECMUN","https://pec.ac.in/events/7th-edition-pecmun"
"Republic Day Celebrated","https://pec.ac.in/events/republic-day-2020-celebrated"
"Short Term Course on Design and Analysis of Experiments","https://pec.ac.in/events/short-term-course-design-and-analysis-experiments-0"
"Interactive Session by Vishal Sharma, 2006 Alumni","https://pec.ac.in/events/interactive-session-vishal-sharma-2006-alumni"
"PEC grieves demise of its illustrious alumnus Padma Shri Chandra Mohan","https://pec.ac.in/events/pec-grieves-demise-its-illustrious-alumnus-padma-shri-chandra-mohan"
"2","https://pec.ac.in/all_events?page=1#"
"Url: 179","https://pec.ac.in/all_events?page=2"
"Skip to main content","https://pec.ac.in/all_events?page=2#main-content"
"Quick Links","https://pec.ac.in/all_events?page=2#0"
"Completion of Academic Readiness Boot-camp held at PEC","https://pec.ac.in/events/completion-academic-readiness-boot-camp-held-pec"
"PEC Distinguished Alumnus Awards for the Year 2019 Announced","https://pec.ac.in/events/distinguished-alumnus-awards-2019-announced"
"Expert Talk on Innovation, Incubation and Entrepreneurship","https://pec.ac.in/events/expert-talk-innovation-incubation-and-entrepreneurship"
"IEEE PEC holds R10 Asia-Pacific Technovation","https://pec.ac.in/events/ieee-pec-holds-r10-asia-pacific-technovation"
"Local Hack Day held at PEC","https://pec.ac.in/events/local-hack-day-held-pec"
"National Seminar on Semiconductor Technology for Space and Defense Applications","https://pec.ac.in/events/national-seminar-semiconductor-technology-space-and-defense-applications"
"Innovation Day","https://pec.ac.in/events/innovation-day"
"49th Annual Convocation","https://pec.ac.in/events/49th-annual-convocation-pec"
"ASME Student Chapter of PEC Hosted the 7th Edition of EFx","https://pec.ac.in/events/asme-student-chapter-pec-hosted-7th-edition-efx"
"Student Solar Ambassador Workshop","https://pec.ac.in/events/student-solar-ambassador-workshop-0"
"ASCE and NSS PEC Organised Traffic Awareness Drive","https://pec.ac.in/events/asce-and-nss-pec-organised-traffic-awareness-drive"
"Expert Lecture by Sh. Rahul Jain, Managing Director, Matrix Geo Solutions Pvt Ltd, New Delhi","https://pec.ac.in/events/expert-lecture-sh-rahul-jain-managing-director-matrix-geo-solutions-pvt-ltd-new-delhi"
"3","https://pec.ac.in/all_events?page=2#"
"Url: 180","https://pec.ac.in/all_events?page=3"
"Skip to main content","https://pec.ac.in/all_events?page=3#main-content"
"Quick Links","https://pec.ac.in/all_events?page=3#0"
"National Sports Day 2019","https://pec.ac.in/events/national-sports-day-2019"
"3 Day Workshop on CNC Machining and Advanced Programming","https://pec.ac.in/events/3-day-workshop-cnc-machining-and-advanced-programming"
"Expert Lecture on IoT and Telemedicine by Dr. Sanjay Sood, Associate Director, C-DAC, Mohali","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
"Expert Lecture on Introduction to Fog Computing by Dr. Nitin Auluck","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
"Expert Lecture on How to build RFID and IoT Devices by Dr. Suman Kumar","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
"Meeting of Director with Mr. Ashok Chitkara","https://pec.ac.in/events/meeting-director-mr-ashok-chitkara"
"PEC holds Annual Honours Ceremony to Celebrate its Achievers","https://pec.ac.in/events/pec-holds-annual-honours-ceremony-celebrate-its-achievers"
"PEC Student Bags Gold at The All India Interuniversity Taekwondo Tournament","https://pec.ac.in/events/pec-student-bags-gold-all-india-interuniversity-taekwondo-tournament"
"Expert Talk on the topic 'Cloud Computing Applications in Material Science'","https://pec.ac.in/events/expert-talk-topic-cloud-computing-applications-material-science"
"Prize Distribution Ceremony for Ignite 2019","https://pec.ac.in/events/prize-distribution-ceremony-ignite-2019"
"ASCE PEC International Student Chapter Won Reputed International Award","https://pec.ac.in/events/asce-pec-international-student-chapter-won-reputed-international-award"
"4","https://pec.ac.in/all_events?page=3#"
"Url: 181","https://pec.ac.in/all_events?page=4"
"Skip to main content","https://pec.ac.in/all_events?page=4#main-content"
"Quick Links","https://pec.ac.in/all_events?page=4#0"
"Seminar on Mental Health and Well Being","https://pec.ac.in/events/seminar-mental-health-and-well-being"
"ASCE PEC teams bagged prizes at IIT Delhi","https://pec.ac.in/events/asce-pec-teams-bagged-prizes-iit-delhi"
"PEC students bags the Mitacs Globalink Research internship in Canada","https://pec.ac.in/events/pec-students-bags-mitacs-globalink-research-internship-canada"
"Pre-Placement Training for Students","https://pec.ac.in/events/pre-placement-training-students"
"Blood Donation Camp 19","https://pec.ac.in/events/blood-donation-camp-19"
"Workshop on Micro/Nano Technologies Based Devices/Sensors and Actuators","https://pec.ac.in/events/workshop-micronano-technologies-based-devicessensors-and-actuators"
"Department of Computer Science and Engineering Organized Industry-Academia Expert Lecture Week 2019","https://pec.ac.in/events/department-computer-science-and-engineering-organized-industry-academia-expert-lecture-week"
"IIT-Delhi Director Delivers 6th Annual J.K. Memorial Lecture at PEC","https://pec.ac.in/events/iit-delhi-director-delivers-6th-annual-jk-memorial-lecture-pec"
"TATA MOTORS T-Talk Session","https://pec.ac.in/events/tata-motors-t-talk-session-0"
"PEC ASME students participate in largest E-fest at VIT Vellore","https://pec.ac.in/events/pec-asme-students-participate-largest-e-fest-vit-vellore"
"Workshop on Micro/Nano Electronic Device Fabrication facilities including Clean Room","https://pec.ac.in/events/workshop-micronano-electronic-device-fabrication-facilities-including-clean-room"
"Workshop on Entrepreneurship as a Career Option","https://pec.ac.in/events/workshop-entrepreneurship-career-option"
"Rooftop Solar Awareness Campaign Launched","https://pec.ac.in/events/rooftop-solar-awareness-campaign-launched"
"Session on Stock Markets and Fundamentals","https://pec.ac.in/events/session-stock-markets-and-fundamentals"
"5","https://pec.ac.in/all_events?page=4#"
"Url: 182","https://pec.ac.in/all_events?page=5"
"Skip to main content","https://pec.ac.in/all_events?page=5#main-content"
"Quick Links","https://pec.ac.in/all_events?page=5#0"
"Dr. Dheeraj Sanghi joins as PEC's Director","https://pec.ac.in/events/dr-dheeraj-sanghi-joins-pecs-director"
"Celebrations of 70th Republic Day of India","https://pec.ac.in/events/celebrations-70th-republic-day-india"
"Short Term Course on Solid Works","https://pec.ac.in/events/short-term-course-solid-works"
"Worldquant Quantitative Workshop Organized by Career Development and Guidance Centre (CDGC)","https://pec.ac.in/events/worldquant-quantitative-workshop-organized-career-development-and-guidance-centre-cdgc"
"Workshop on Big Grants","https://pec.ac.in/events/workshop-big-grants"
"Workshop on Intellectual Property Rights","https://pec.ac.in/events/workshop-on-intellectual-property-rights"
"PEC students bag prizes at IIT Bombay Techfest 2018","https://pec.ac.in/events/pec-students-bag-prizes-iit-bombay-techfest-2018"
"One-day workshop on ""Reliability Engineering, Phases of Product Development & Essentials of Soft Skills""","https://pec.ac.in/events/one-day-workshop-reliability-engineering-phases-product-development-essentials-soft-skills"
"Celebration of World Energy Conservation Day-2018","https://pec.ac.in/events/celebration-world-energy-conservation-day-2018"
"Foundation for Innovation and Technology Transfer (FITT) Workshop","https://pec.ac.in/events/foundation-innovation-and-technology-transfer-fitt-workshop"
"Sensitization Workshop on Equity Action Plan (EAP)","https://pec.ac.in/events/sensitization-workshop-equity-action-plan-eap"
"Foundation Day 2018","https://pec.ac.in/events/foundation-day-2018"
"PECFEST 2018","https://pec.ac.in/events/pecfest-2018"
"One Day National Workshop on Collaboration initiative between PEC Chandigarh and Vardhman Special Steels Ltd. (MMED)","https://pec.ac.in/events/one-day-national-workshop-collaboration-initiative-between-pec-chandigarh-and-vardhman"
"Visit of World Bank delegation and Central Project Advisor, NPIU","https://pec.ac.in/events/visit-world-bank-delegation-and-central-project-advisor-npiu"
"6","https://pec.ac.in/all_events?page=5#"
"10","https://pec.ac.in/all_events?page=9"
"Url: 183","https://pec.ac.in/all_events?page=6"
"Skip to main content","https://pec.ac.in/all_events?page=6#main-content"
"Quick Links","https://pec.ac.in/all_events?page=6#0"
"CATFIT 3-Day Interactive Workshop at PEC","https://pec.ac.in/events/catfit-3-day-interactive-workshop-pec"
"Dramatics Club Organizes ‘AAGHAZ’","https://pec.ac.in/events/dramatics-club-organizes-%E2%80%98aaghaz%E2%80%99"
"PEC bids adieu to its Director","https://pec.ac.in/events/pec-bids-adieu-its-director"
"Governor Punjab graced 48th Annual Convocation of PEC","https://pec.ac.in/events/governor-punjab-graced-48th-annual-convocation-pec"
"MOA signed between PEC and SIEMENS","https://pec.ac.in/events/moa-signed-between-pec-and-siemens"
"Punjabi Editorial Board Mesmerizes with ‘Dastak’","https://pec.ac.in/events/punjabi-editorial-board-mesmerizes-%E2%80%98dastak%E2%80%99"
"Seminar on 'Solar Technology And Its Entrepreneurial Potential To Build Green India' & Solar Technology Development Park Inauguration","https://pec.ac.in/events/seminar-solar-technology-and-its-entrepreneurial-potential-build-green-india-solar-technology"
"Chords: Student-Run Musical Concert at PEC","https://pec.ac.in/events/chords-student-run-musical-concert-pec"
"Roundtable Workshop on Draft Personal Data Protection Bill","https://pec.ac.in/events/roundtable-workshop-draft-personal-data-protection-bill"
"Expert Lecture on Nanophotonics","https://pec.ac.in/events/expert-lecture-nanophotonics"
"PEC Student Appointed as Young Ambassador for DAAD Germany","https://pec.ac.in/events/pec-student-appointed-young-ambassador-daad-germany"
"Engineer’s Day marked with a visit to HARTEK, organized by SESI","https://pec.ac.in/events/engineer%E2%80%99s-day-marked-visit-hartek-organized-sesi"
"PEC Students Participate in ASME EFx","https://pec.ac.in/events/pec-students-participate-asme-efx"
"Industry Academia Lecture Week conculded at PEC","https://pec.ac.in/events/industry-academia-lecture-week-conculded-pec"
"Expert Lecture on Techno-Entrepreneurship","https://pec.ac.in/events/expert-lecture-techno-entrepreneurship"
"7","https://pec.ac.in/all_events?page=6#"
"11","https://pec.ac.in/all_events?page=10"
"Url: 184","https://pec.ac.in/all_events?page=7"
"Skip to main content","https://pec.ac.in/all_events?page=7#main-content"
"Quick Links","https://pec.ac.in/all_events?page=7#0"
"Industry-Academia-Interaction Week Aerospace Engineering Department","https://pec.ac.in/events/industry-academia-interaction-week-aerospace-engineering-department"
"Industrial Expert Lecture- Applied Sciences Department","https://pec.ac.in/events/industrial-expert-lecture-applied-sciences-department"
"Industry Academia Lecture Week – TQM","https://pec.ac.in/events/industry-academia-lecture-week-%E2%80%93-tqm"
"Industry Academia Lecture Week – CMH","https://pec.ac.in/events/industry-academia-lecture-week-%E2%80%93-cmh"
"Industry Lecture Week – Computer Science Department","https://pec.ac.in/events/industry-lecture-week-%E2%80%93-computer-science-department"
"Industry Academic Expert Lecture Week by Cyber Security Research Centre","https://pec.ac.in/events/industry-academic-expert-lecture-week-cyber-security-research-centre"
"10-Day UG Orientation Programme","https://pec.ac.in/events/10-day-ug-orientation-programme"
"Remote Sensing Day’2018","https://pec.ac.in/events/remote-sensing-day%E2%80%992018"
"PEC Celebrates 72nd Independence Day","https://pec.ac.in/events/pec-celebrates-72nd-independence-day"
"Quriosity’2018","https://pec.ac.in/events/quriosity%E2%80%992018"
"One-Day Orientation Programme for M.Tech Students","https://pec.ac.in/events/one-day-orientation-programme-mtech-students"
"One-Day National Seminar on Reliability Engineering","https://pec.ac.in/events/one-day-national-seminar-reliability-engineering"
"PEC Placements lead the way – break all records of last Years and bags highest salaries this Year!","https://pec.ac.in/events/pec-placements-lead-way-%E2%80%93-break-all-records-last-years-and-bags-highest-salaries-year"
"One day workshop on Smart Road Infrastructure for Smart Cities","https://pec.ac.in/events/one-day-workshop-smart-road-infrastructure-smart-cities"
"One week short term course on Statistical Methods in Research Methodology","https://pec.ac.in/events/one-week-short-term-course-statistical-methods-research-methodology"
"8","https://pec.ac.in/all_events?page=7#"
"12","https://pec.ac.in/all_events?page=11"
"Url: 185","https://pec.ac.in/all_events?page=8"
"Skip to main content","https://pec.ac.in/all_events?page=8#main-content"
"Quick Links","https://pec.ac.in/all_events?page=8#0"
"Computer Centre organized Six Weeks Workshop on Web Development","https://pec.ac.in/events/computer-centre-organized-six-weeks-workshop-web-development"
"Short Term Course on “Mechatronics and Robotics”","https://pec.ac.in/events/short-term-course-%E2%80%9Cmechatronics-and-robotics%E2%80%9D"
"Campus Tour for Students from Leh-Ladakh","https://pec.ac.in/events/campus-tour-students-leh-ladakh"
"Short Term Course on “Mathematics in Engineering”","https://pec.ac.in/events/short-term-course-mathematics-engineering-18"
"Short Term Course on ""Characterization of Advanced Functional Materials""","https://pec.ac.in/events/short-term-course-characterization-advanced-functional-materials"
"4th International Yoga Day Celebrated","https://pec.ac.in/events/4th-international-yoga-day-celebrated"
"Five Days Training Program on Road Safety Concludes","https://pec.ac.in/events/five-days-training-program-road-safety-concludes"
"Training on MATLAB Software","https://pec.ac.in/events/training-matlab-software"
"Short Term Course on Sustainable Practices in Solid Waste Management","https://pec.ac.in/events/short-term-course-sustainable-practices-solid-waste-management"
"Live Session on Start-up Initiatives","https://pec.ac.in/events/live-session-start-initiatives"
"Short Term Course on Mathematics In Engineering","https://pec.ac.in/events/short-term-course-mathematics-engineering"
"Training on Ansys Software","https://pec.ac.in/events/training-ansys-software"
"5 Days Capacity Building Programme on Geospatial Techniques for BBMB Engineers","https://pec.ac.in/events/5-days-capacity-building-programme-geospatial-techniques-bbmb-engineers"
"Curriculum Design & Development Workshop Organized by Centre for Energy Studies","https://pec.ac.in/events/curriculum-design-development-workshop-organized-centre-energy-studies"
"Anti - Terrorism Day","https://pec.ac.in/events/anti-terrorism-day"
"9","https://pec.ac.in/all_events?page=8#"
"13","https://pec.ac.in/all_events?page=12"
"Url: 186","https://pec.ac.in/balance-sheets#main-content"
"Url: 187","https://pec.ac.in/balance-sheets#0"
"Url: 191","https://pec.ac.in/faculty-affairs#main-content"
"Url: 192","https://pec.ac.in/faculty-affairs#0"
"Url: 193","https://pec.ac.in/institute/iqac-reports#main-content"
"Url: 194","https://pec.ac.in/institute/iqac-reports#0"
"Url: 201","https://pec.ac.in/administration#main-content"
"Total URLS :870"
